ID,INN,Name,Price,Category,NReviews,Rating,Country,Volume
1308,7718979307,Клавиатура Logitech K120 for business,2799,keyboard,118,4.5,Россия,0
1309,7718979307,Клавиатура SunWind SW-KB100,399,keyboard,14,4.0,Россия,0
1310,7718979307,Клавиатура Oklick K225W,929,keyboard,7,4.5,Россия,0
1311,7718979307,Клавиатура A4TECH Bloody B314,2930,keyboard,111,4.0,Россия,0
1312,7718979307,Клавиатура Oklick 130M,469,keyboard,105,3.5,Россия,0
1313,7718979307,Клавиатура Oklick 120M,549,keyboard,41,4.0,Россия,0
1314,7718979307,Клавиатура Acer OKW120,1099,keyboard,0,0.0,Россия,0
1315,7718979307,Клавиатура Acer OKW020,1199,keyboard,5,4.5,Россия,0
1316,7718979307,Клавиатура Acer OKR010,2499,keyboard,34,4.5,Россия,0
1317,7718979307,Клавиатура Oklick 155M,1019,keyboard,5,5.0,Россия,0
1318,7718979307,Клавиатура A4TECH Fstyler FX60H,3099,keyboard,10,4.5,Россия,0
1319,7718979307,Клавиатура A4TECH Fstyler FK25,1289,keyboard,3,5.0,Россия,0
1320,7718979307,Клавиатура A4TECH Bloody S510R,4844,keyboard,3,4.5,Россия,0
1321,7718979307,Клавиатура Oklick 95KW,849,keyboard,9,4.5,Россия,0
1322,7718979307,Клавиатура A4TECH Bloody S98 Naraka,5950,keyboard,4,4.5,Россия,0
1323,7718979307,Клавиатура Oklick 550ML,999,keyboard,43,4.5,Россия,0
1324,7718979307,Клавиатура A4TECH Fstyler FBK25,1989,keyboard,13,4.0,Россия,0
1325,7718979307,Клавиатура MSI Vigor GK30,3130,keyboard,7,5.0,Россия,0
1326,7718979307,Клавиатура A4TECH Fstyler FX50,2230,keyboard,14,4.5,Россия,0
1327,7718979307,Клавиатура Oklick 180V2,609,keyboard,18,4.5,Россия,0
1328,7718979307,Клавиатура Oklick 969G SHOTGUN,2819,keyboard,100,4.5,Россия,0
1329,7718979307,Клавиатура A4TECH Bloody S510N,3499,keyboard,24,5.0,Россия,0
1330,7718979307,Клавиатура Acer OKW123,799,keyboard,2,5.0,Россия,0
1331,7718979307,Клавиатура Oklick 180M,569,keyboard,82,3.5,Россия,0
1332,7718979307,Клавиатура A4TECH Fstyler FKS10,1099,keyboard,4,5.0,Россия,0
1333,7718979307,Клавиатура A4TECH Bloody B120N,2199,keyboard,11,4.5,Россия,0
1334,7718979307,Клавиатура A4TECH Fstyler FX50,1749,keyboard,4,4.5,Россия,0
1335,7718979307,Клавиатура A4TECH Fstyler FBK11,1599,keyboard,9,5.0,Россия,0
